job_id,job_title,company,location,experience_level,job_description,date_posted,skills,skill_count
3356,Ai Engineer,Northstar Tech,Delhi Ncr,Lead,"Northstar Tech is hiring a AI Engineer (Lead level) based in Delhi NCR. Required skills: SQL queries, Amazon Web Services, Advanced Excel, Machine Learning, python programming, NLP. Prior experience with analytics platforms is a plus.",2026-05-03,"AWS, Excel, Machine Learning, NLP, Python, SQL",6
191,Data Engineer,Quantify Labs,Hyderabad,Lead,"Exciting opportunity for a Data Engineer at Quantify Labs, Hyderabad. Must have strong knowledge of SQL, Python, AWS, Machine Learning, MS Excel, deep neural networks and a passion for solving business problems.",2026-05-13,"AWS, Deep Learning, Excel, Machine Learning, Python, SQL",6
741,Data Engineer,DataForge,Pune,Lead,"We are looking for a Data Engineer to join our team in Pune. The ideal candidate has hands-on experience with GenAI, AWS. You will work closely with cross-functional teams to deliver insights.",2026-02-28,"AWS, Generative AI",2
2934,Machine Learning Engineer,BluePeak Consulting,Chennai,Entry,"Exciting opportunity for a Machine Learning Engineer at BluePeak Consulting, Chennai. Must have strong knowledge of deep neural networks, Natural Language Processing, MS Excel, AWS, proficiency in Python and a passion for solving business problems.",2026-02-17,"AWS, Deep Learning, Excel, Machine Learning, NLP, Python",6
1283,Ai Research Engineer,Alpha Analytics,Remote,Lead,"AI Research Engineer role open at Alpha Analytics. Key requirements include Generative AI, PowerBI, SQL queries, MS Excel, Tableau. This is a Lead level position, Remote based.",2026-06-15,"Excel, Generative AI, Power BI, SQL, Tableau",5
1335,Data Scientist,Quantify Labs,Mumbai,Lead,"Join Quantify Labs as a Data Scientist! We need someone comfortable with Advanced Excel, T-SQL, Natural Language Processing to help us build data-driven products.",2026-06-09,"Excel, NLP, SQL",3
3033,Bi Developer,Vertex Insights,Chennai,Lead,"BI Developer role open at Vertex Insights. Key requirements include deep neural networks, Power BI dashboards. This is a Lead level position, Chennai based.",2026-04-04,"Deep Learning, Power BI",2
487,Analytics Consultant,Skyline Solutions,Mumbai,Entry,"We are looking for a Analytics Consultant to join our team in Mumbai. The ideal candidate has hands-on experience with Power BI dashboards, Excel, Python, SQL queries, GenAI. You will work closely with cross-functional teams to deliver insights.",2026-06-17,"Excel, Generative AI, Power BI, Python, SQL",5
3742,Machine Learning Engineer,BluePeak Consulting,Hyderabad,Lead,"Exciting opportunity for a Machine Learning Engineer at BluePeak Consulting, Hyderabad. Must have strong knowledge of Amazon Web Services, Python, Large Language Models, Power BI dashboards, SQL queries, Machine Learning and a passion for solving business problems.",2026-06-01,"AWS, Generative AI, Machine Learning, Power BI, Python, SQL",6
4050,Bi Developer,Nimbus Data,New York,Entry,"Join Nimbus Data as a BI Developer! We need someone comfortable with proficiency in Python, Power BI, AWS, NLP to help us build data-driven products.",2026-04-26,"AWS, NLP, Power BI, Python",4
4510,Data Science Manager,Alpha Analytics,Delhi Ncr,Entry,"Data Science Manager role open at Alpha Analytics. Key requirements include python programming, Power BI dashboards. This is a Entry level position, Delhi NCR based.",2026-06-13,"Power BI, Python",2
895,Data Engineer,Clarity Systems,Unspecified,Senior,"Clarity Systems is hiring a Data Engineer (Senior level) based in New York. Required skills: Tableau, python programming, Excel, Machine Learning, Natural Language Processing, advanced SQL. Prior experience with analytics platforms is a plus.",2026-07-15,"Excel, Machine Learning, NLP, Python, SQL, Tableau",6
2417,Data Scientist,Northstar Tech,New York,Entry,"Data Scientist role open at Northstar Tech. Key requirements include proficiency in Python, ML models, Power BI, Deep Learning. This is a Entry level position, New York based.",2026-06-13,"Deep Learning, Machine Learning, Power BI, Python",4
4062,Data Scientist,Quantify Labs,Singapore,Lead,"Data Scientist role open at Quantify Labs. Key requirements include Natural Language Processing, SQL. This is a Lead level position, Singapore based.",2026-06-03,"NLP, SQL",2
209,Power Bi Developer,Nimbus Data,Pune,Mid,"Nimbus Data is hiring a Power BI Developer (Mid level) based in Pune. Required skills: ML models, AWS, Python, deep neural networks, T-SQL. Prior experience with analytics platforms is a plus.",2026-04-25,"AWS, Deep Learning, Machine Learning, Power BI, Python, SQL",6
3042,Machine Learning Engineer,BluePeak Consulting,Delhi Ncr,Mid,"Join BluePeak Consulting as a Machine Learning Engineer! We need someone comfortable with T-SQL, proficiency in Python to help us build data-driven products.",2026-01-28,"Machine Learning, Python, SQL",3
1429,Data Analyst,BluePeak Consulting,Chennai,Lead,"Join BluePeak Consulting as a Data Analyst! We need someone comfortable with advanced SQL, Natural Language Processing, Excel, Large Language Models, proficiency in Python, Power BI dashboards to help us build data-driven products.",2026-03-28,"Excel, Generative AI, NLP, Power BI, Python, SQL",6
4878,Nlp Engineer,DataForge,Delhi Ncr,Entry,"NLP Engineer role open at DataForge. Key requirements include ML models, SQL queries. This is a Entry level position, Delhi NCR based.",2026-01-18,"Machine Learning, NLP, SQL",3
3051,Ai Research Engineer,Skyline Solutions,Pune,Senior,"Skyline Solutions is hiring a AI Research Engineer (Senior level) based in Pune. Required skills: Power BI dashboards, Tableau dashboards, Excel, Generative AI, Python, ML models. Prior experience with analytics platforms is a plus.",2026-04-29,"Excel, Generative AI, Machine Learning, Power BI, Python, Tableau",6
151,Bi Developer,Skyline Solutions,London,Lead,"We are looking for a BI Developer to join our team in London. The ideal candidate has hands-on experience with Excel, advanced SQL, Amazon Web Services. You will work closely with cross-functional teams to deliver insights.",2026-06-14,"AWS, Excel, SQL",3
4084,Data Engineer,Alpha Analytics,Pune,Lead,"Join Alpha Analytics as a Data Engineer! We need someone comfortable with LLMs, ML models, deep neural networks, Tableau, python programming, advanced SQL to help us build data-driven products.",2026-01-25,"Deep Learning, Generative AI, Machine Learning, Python, SQL, Tableau",6
2531,Bi Developer,Nimbus Data,Hyderabad,Mid,"Join Nimbus Data as a BI Developer! We need someone comfortable with MS Excel, proficiency in Python, Natural Language Processing to help us build data-driven products.",2026-04-16,"Excel, NLP, Python",3
2161,Data Analyst,BluePeak Consulting,London,Lead,"Data Analyst role open at BluePeak Consulting. Key requirements include Power BI dashboards, Large Language Models, python programming. This is a Lead level position, London based.",2026-04-15,"Generative AI, Power BI, Python",3
2126,Nlp Engineer,Vertex Insights,Singapore,Lead,"Join Vertex Insights as a NLP Engineer! We need someone comfortable with Amazon Web Services, Tableau dashboards, Power BI, machine-learning, Natural Language Processing, T-SQL to help us build data-driven products.",2026-06-12,"AWS, Machine Learning, NLP, Power BI, SQL, Tableau",6
3675,Data Science Manager,BrightPath AI,Pune,Senior,"Join BrightPath AI as a Data Science Manager! We need someone comfortable with Excel, deep neural networks, advanced SQL, Amazon Web Services, Python to help us build data-driven products.",2026-06-21,"AWS, Deep Learning, Excel, Python, SQL",5
2212,Data Analyst,BrightPath AI,Chennai,Entry,"Data Analyst role open at BrightPath AI. Key requirements include python programming, NLP. This is a Entry level position, Chennai based.",2026-03-19,"NLP, Python",2
1700,Ai Research Engineer,BluePeak Consulting,Singapore,Lead,"AI Research Engineer role open at BluePeak Consulting. Key requirements include Power BI, advanced SQL, Advanced Excel, deep neural networks. This is a Lead level position, Singapore based.",2026-06-23,"Deep Learning, Excel, Power BI, SQL",4
2562,Analytics Consultant,Nimbus Data,Bengaluru,Lead,"We are looking for a Analytics Consultant to join our team in Bengaluru. The ideal candidate has hands-on experience with Machine Learning, Power BI. You will work closely with cross-functional teams to deliver insights.",2026-05-30,"Machine Learning, Power BI",2
4024,Power Bi Developer,Clarity Systems,Singapore,Entry,"Clarity Systems is hiring a Power BI Developer (Entry level) based in Singapore. Required skills: LLMs, Natural Language Processing, advanced SQL, Excel, python programming. Prior experience with analytics platforms is a plus.",2026-03-20,"Excel, Generative AI, NLP, Power BI, Python, SQL",6
2812,Bi Developer,BrightPath AI,London,Senior,"Join BrightPath AI as a BI Developer! We need someone comfortable with Python, machine-learning, Advanced Excel, AWS, Large Language Models, Deep Learning to help us build data-driven products.",2026-05-12,"AWS, Deep Learning, Excel, Generative AI, Machine Learning, Python",6
3313,Analytics Consultant,Vertex Insights,Unspecified,Senior,"Exciting opportunity for a Analytics Consultant at Vertex Insights, Delhi NCR. Must have strong knowledge of PowerBI, Advanced Excel, Deep Learning, Amazon Web Services, ML models and a passion for solving business problems.",2026-04-03,"AWS, Deep Learning, Excel, Machine Learning, Power BI",5
4248,Data Scientist,Nimbus Data,Delhi Ncr,Mid,"Data Scientist role open at Nimbus Data. Key requirements include Power BI, advanced SQL, LLMs, MS Excel. This is a Mid level position, Delhi NCR based.",2026-03-21,"Excel, Generative AI, Power BI, SQL",4
4179,Data Scientist,BrightPath AI,Delhi Ncr,Entry,"We are looking for a Data Scientist to join our team in Delhi NCR. The ideal candidate has hands-on experience with Natural Language Processing, Amazon Web Services, Python, SQL. You will work closely with cross-functional teams to deliver insights.",2026-03-21,"AWS, NLP, Python, SQL",4
1599,Data Scientist,Vertex Insights,Pune,Entry,"Data Scientist role open at Vertex Insights. Key requirements include Advanced Excel, Python, T-SQL, Tableau, Natural Language Processing. This is a Entry level position, Pune based.",2026-03-13,"Excel, NLP, Python, SQL, Tableau",5
4809,Data Engineer,Quantify Labs,Singapore,Senior,"Join Quantify Labs as a Data Engineer! We need someone comfortable with LLMs, ML models, Amazon Web Services, Python, Tableau dashboards, Power BI to help us build data-driven products.",2026-04-06,"AWS, Generative AI, Machine Learning, Power BI, Python, Tableau",6
4347,Nlp Engineer,Nimbus Data,Hyderabad,Mid,"Join Nimbus Data as a NLP Engineer! We need someone comfortable with SQL, AWS, Python, Natural Language Processing to help us build data-driven products.",2026-03-01,"AWS, NLP, Python, SQL",4
2854,Ai Research Engineer,Nimbus Data,Mumbai,Lead,"AI Research Engineer role open at Nimbus Data. Key requirements include Natural Language Processing, T-SQL. This is a Lead level position, Mumbai based.",2026-01-24,"NLP, SQL",2
3030,Bi Developer,BluePeak Consulting,Unspecified,Senior,"Join BluePeak Consulting as a BI Developer! We need someone comfortable with proficiency in Python, PowerBI to help us build data-driven products.",2026-03-14,"Power BI, Python",2
1183,Data Scientist,BrightPath AI,Bengaluru,Senior,"Data Scientist role open at BrightPath AI. Key requirements include Tableau dashboards, deep neural networks, Advanced Excel. This is a Senior level position, Bengaluru based.",2026-06-22,"Deep Learning, Excel, Tableau",3
3922,Bi Developer,Skyline Solutions,New York,Entry,"Join Skyline Solutions as a BI Developer! We need someone comfortable with Excel, AWS, T-SQL, PowerBI, Machine Learning to help us build data-driven products.",2026-06-09,"AWS, Excel, Machine Learning, Power BI, SQL",5
2714,Data Analyst,Quantify Labs,Mumbai,Senior,"Quantify Labs is hiring a Data Analyst (Senior level) based in Mumbai. Required skills: Excel, advanced SQL, Generative AI, PowerBI. Prior experience with analytics platforms is a plus.",2026-03-29,"Excel, Generative AI, Power BI, SQL",4
4945,Data Engineer,DataForge,Remote,Entry,"DataForge is hiring a Data Engineer (Entry level) based in Remote. Required skills: Advanced Excel, python programming, GenAI. Prior experience with analytics platforms is a plus.",2026-04-10,"Excel, Generative AI, Python",3
4606,Data Analyst,Quantify Labs,London,Senior,"Quantify Labs is hiring a Data Analyst (Senior level) based in London. Required skills: Generative AI, ML models, Deep Learning, Power BI dashboards. Prior experience with analytics platforms is a plus.",2026-03-24,"Deep Learning, Generative AI, Machine Learning, Power BI",4
2990,Analytics Consultant,BrightPath AI,Singapore,Lead,"Analytics Consultant role open at BrightPath AI. Key requirements include python programming, Deep Learning, PowerBI. This is a Lead level position, Singapore based.",2026-01-21,"Deep Learning, Power BI, Python",3
